iter	TotalF1	MultiClass
881	0.9299266983	0.2154064335
882	0.9298281902	0.2153336653
883	0.9299266983	0.2152325927
884	0.9298828092	0.2150135222
885	0.9297095498	0.2148959837
886	0.929930094	0.2147908019
887	0.9303131176	0.2146808673
888	0.9299647788	0.2145428924
889	0.9296307593	0.2144448078
890	0.9296555249	0.2143540774
891	0.9300874312	0.2142005992
892	0.9297337458	0.2141059672
893	0.9300137477	0.2140122475
894	0.9298805766	0.2138120718
895	0.9301307995	0.2136879634
896	0.9303322736	0.2136002114
897	0.9306069176	0.2135006703
898	0.9301443031	0.2133479122
899	0.930448785	0.2132449576
900	0.9303998511	0.2132060572
901	0.9307677814	0.2130977566
902	0.9310182709	0.2130064104
903	0.931396308	0.2129066037
904	0.9312298265	0.2128098391
905	0.9313277477	0.2126741737
906	0.9310773907	0.2126047719
907	0.9310825354	0.2125096083
908	0.9310773907	0.2123695595
909	0.9308810787	0.2122403008
910	0.9312433539	0.2121421798
911	0.9310964997	0.2120263069
912	0.9314200637	0.2119338958
913	0.9313727076	0.2118137625
914	0.9313237595	0.2116612468
915	0.9314216546	0.2114999461
916	0.9314463965	0.2113204579
917	0.9313186539	0.211245801
918	0.9316967471	0.2110936474
919	0.9317946509	0.2110485149
920	0.9317946509	0.2109235856
921	0.9317946509	0.2108611295
922	0.9319419618	0.2107862954
923	0.9323587284	0.2105619484
924	0.9323780058	0.2104061477
925	0.932382999	0.2103466184
926	0.9325106201	0.2102983393
927	0.932461663	0.2102344939
928	0.9326085312	0.2101064603
929	0.9326085312	0.2100659013
930	0.9327064381	0.2099650595
931	0.9328532907	0.2098861151
932	0.93275539	0.2097998661
933	0.9328340599	0.2097266209
934	0.9328830127	0.209579098
935	0.9330849849	0.209474863
936	0.9328837002	0.2093895238
937	0.9329326696	0.2092693075
938	0.9331532355	0.2091364542
939	0.9331532355	0.2089768111
940	0.9332022036	0.2089067175
941	0.9332022036	0.2088473466
942	0.9331532355	0.2086909461
943	0.9331532355	0.2085941854
944	0.9331532355	0.2085449556
945	0.9332758635	0.2084340157
946	0.9332511706	0.2083189427
947	0.933128537	0.2081814447
948	0.9333738021	0.2080619666
949	0.9334474608	0.2079772361
950	0.9337035125	0.2078225764
951	0.9339241297	0.2077584002
952	0.9341693999	0.2076913258
953	0.9342920317	0.2075688027
954	0.9341693999	0.2074858969
955	0.9341447475	0.2074153497
956	0.9342673849	0.207321681
957	0.9342183929	0.2071098808
958	0.9341447475	0.2070104405
959	0.9342673849	0.2069402707
960	0.9342673849	0.2068928409
961	0.9344143549	0.2068152437
962	0.9347135152	0.2066219562
963	0.9346645248	0.2065339559
964	0.9346645248	0.2064475815
965	0.9347135152	0.2062819309
966	0.9348410431	0.2062264458
967	0.9348900333	0.2061548399
968	0.9351352189	0.2060851142
969	0.9350126272	0.2059908834
970	0.9350616181	0.2059447455
971	0.9351842115	0.2057824257
972	0.9351842115	0.2057384541
973	0.9351352189	0.2056528359
974	0.9351352189	0.2056017268
975	0.9352137029	0.2054102104
976	0.9351647075	0.2053451499
977	0.9350911367	0.2052038226
978	0.9353116907	0.2050067243
979	0.9352626973	0.2049390137
980	0.9354637184	0.2048261409
981	0.935610706	0.2046904934
982	0.9352626973	0.2045575938
983	0.9351891211	0.2043822465
984	0.9353360902	0.2043036581
985	0.9356303889	0.2041387921
986	0.9355813894	0.2040831843
987	0.9353608307	0.2039648197
988	0.9353362671	0.2038362109
989	0.9351892727	0.2037587665
990	0.9352578086	0.2036314257
991	0.9355273811	0.2035352982
992	0.9356058195	0.2034252289
993	0.9357038079	0.2032458717
994	0.9356548142	0.2031517566
995	0.9356548142	0.2030425001
996	0.9356548142	0.2028924472
997	0.935850783	0.2028640359
998	0.9357233467	0.2027739717
999	0.9357723356	0.2027078385
